iso3_o,iso3_d,comlang_off,comcol,contig
AGO,BDI,0,0,0
AGO,BEN,0,0,0
AGO,BFA,0,0,0
AGO,BWA,0,0,0
AGO,CAF,0,0,0
AGO,CIV,0,0,0
AGO,CMR,0,0,0
AGO,COD,0,0,1
AGO,COG,0,0,1
AGO,DZA,0,0,0
AGO,EGY,0,0,0
AGO,ERI,0,0,0
AGO,ETH,0,0,0
AGO,GAB,0,0,0
AGO,GHA,0,0,0
AGO,GIN,0,0,0
AGO,GMB,0,0,0
AGO,GNB,1,1,0
AGO,KEN,0,0,0
AGO,LBR,0,0,0
AGO,LBY,0,0,0
AGO,LSO,0,0,0
AGO,MAR,0,0,0
AGO,MDG,0,0,0
AGO,MLI,0,0,0
AGO,MOZ,1,1,0
AGO,MRT,0,0,0
AGO,MWI,0,0,0
AGO,NAM,0,0,1
AGO,NER,0,0,0
AGO,NGA,0,0,0
AGO,RWA,0,0,0
AGO,SDN,0,0,0
AGO,SEN,0,0,0
AGO,SLE,0,0,0
AGO,SOM,0,0,0
AGO,SWZ,0,0,0
AGO,TCD,0,0,0
AGO,TGO,0,0,0
AGO,TUN,0,0,0
AGO,TZA,0,0,0
AGO,UGA,0,0,0
AGO,ZAF,0,0,0
AGO,ZMB,0,0,1
AGO,ZWE,0,0,0
BDI,AGO,0,0,0
BDI,BEN,1,0,0
BDI,BFA,1,0,0
BDI,BWA,0,0,0
BDI,CAF,1,0,0
BDI,CIV,1,0,0
BDI,CMR,1,0,0
BDI,COD,1,1,1
BDI,COG,1,0,0
BDI,DZA,1,0,0
BDI,EGY,0,0,0
BDI,ERI,0,0,0
BDI,ETH,0,0,0
BDI,GAB,1,0,0
BDI,GHA,0,0,0
BDI,GIN,1,0,0
BDI,GMB,0,0,0
BDI,GNB,0,0,0
BDI,KEN,0,0,0
BDI,LBR,0,0,0
BDI,LBY,0,0,0
BDI,LSO,0,0,0
BDI,MAR,1,0,0
BDI,MDG,1,0,0
BDI,MLI,1,0,0
BDI,MOZ,0,0,0
BDI,MRT,0,0,0
BDI,MWI,0,0,0
BDI,NAM,0,0,0
BDI,NER,1,0,0
BDI,NGA,0,0,0
BDI,RWA,1,1,1
BDI,SDN,0,0,0
BDI,SEN,1,0,0
BDI,SLE,0,0,0
BDI,SOM,0,0,0
BDI,SWZ,0,0,0
BDI,TCD,1,0,0
BDI,TGO,1,0,0
BDI,TUN,1,0,0
BDI,TZA,0,0,1
BDI,UGA,0,0,0
BDI,ZAF,0,0,0
BDI,ZMB,0,0,0
BDI,ZWE,0,0,0
BEN,AGO,0,0,0
BEN,BDI,1,0,0
BEN,BFA,1,1,1
BEN,BWA,0,0,0
BEN,CAF,1,1,0
BEN,CIV,1,1,0
BEN,CMR,1,1,0
BEN,COD,1,0,0
BEN,COG,1,1,0
BEN,DZA,1,1,0
BEN,EGY,0,0,0
BEN,ERI,0,0,0
BEN,ETH,0,0,0
BEN,GAB,1,1,0
BEN,GHA,0,0,0
BEN,GIN,1,1,0
BEN,GMB,0,0,0
BEN,GNB,0,0,0
BEN,KEN,0,0,0
BEN,LBR,0,0,0
BEN,LBY,0,0,0
BEN,LSO,0,0,0
BEN,MAR,1,1,0
BEN,MDG,1,1,0
BEN,MLI,1,1,0
BEN,MOZ,0,0,0
BEN,MRT,0,1,0
BEN,MWI,0,0,0
BEN,NAM,0,0,0
BEN,NER,1,1,1
BEN,NGA,0,0,1
BEN,RWA,1,0,0
BEN,SDN,0,0,0
BEN,SEN,1,1,0
BEN,SLE,0,0,0
BEN,SOM,0,0,0
BEN,SWZ,0,0,0
BEN,TCD,1,1,0
BEN,TGO,1,1,1
BEN,TUN,1,1,0
BEN,TZA,0,0,0
BEN,UGA,0,0,0
BEN,ZAF,0,0,0
BEN,ZMB,0,0,0
BEN,ZWE,0,0,0
BFA,AGO,0,0,0
BFA,BDI,1,0,0
BFA,BEN,1,1,1
BFA,BWA,0,0,0
BFA,CAF,1,1,0
BFA,CIV,1,1,1
BFA,CMR,1,1,0
BFA,COD,1,0,0
BFA,COG,1,1,0
BFA,DZA,1,1,0
BFA,EGY,0,0,0
BFA,ERI,0,0,0
BFA,ETH,0,0,0
BFA,GAB,1,1,0
BFA,GHA,0,0,1
BFA,GIN,1,1,0
BFA,GMB,0,0,0
BFA,GNB,0,0,0
BFA,KEN,0,0,0
BFA,LBR,0,0,0
BFA,LBY,0,0,0
BFA,LSO,0,0,0
BFA,MAR,1,1,0
BFA,MDG,1,1,0
BFA,MLI,1,1,1
BFA,MOZ,0,0,0
BFA,MRT,0,1,0
BFA,MWI,0,0,0
BFA,NAM,0,0,0
BFA,NER,1,1,1
BFA,NGA,0,0,0
BFA,RWA,1,0,0
BFA,SDN,0,0,0
BFA,SEN,1,1,0
BFA,SLE,0,0,0
BFA,SOM,0,0,0
BFA,SWZ,0,0,0
BFA,TCD,1,1,0
BFA,TGO,1,1,1
BFA,TUN,1,1,0
BFA,TZA,0,0,0
BFA,UGA,0,0,0
BFA,ZAF,0,0,0
BFA,ZMB,0,0,0
BFA,ZWE,0,0,0
BWA,AGO,0,0,0
BWA,BDI,0,0,0
BWA,BEN,0,0,0
BWA,BFA,0,0,0
BWA,CAF,0,0,0
BWA,CIV,0,0,0
BWA,CMR,1,0,0
BWA,COD,0,0,0
BWA,COG,0,0,0
BWA,DZA,0,0,0
BWA,EGY,0,0,0
BWA,ERI,1,1,0
BWA,ETH,1,0,0
BWA,GAB,0,0,0
BWA,GHA,1,1,0
BWA,GIN,0,0,0
BWA,GMB,1,1,0
BWA,GNB,0,0,0
BWA,KEN,1,1,0
BWA,LBR,1,0,0
BWA,LBY,0,0,0
BWA,LSO,1,1,0
BWA,MAR,0,0,0
BWA,MDG,0,0,0
BWA,MLI,0,0,0
BWA,MOZ,0,0,0
BWA,MRT,0,0,0
BWA,MWI,1,1,0
BWA,NAM,1,0,1
BWA,NER,0,0,0
BWA,NGA,1,1,0
BWA,RWA,1,0,0
BWA,SDN,0,1,0
BWA,SEN,0,0,0
BWA,SLE,1,1,0
BWA,SOM,1,1,0
BWA,SWZ,1,1,0
BWA,TCD,0,0,0
BWA,TGO,0,0,0
BWA,TUN,0,0,0
BWA,TZA,1,1,0
BWA,UGA,1,1,0
BWA,ZAF,1,0,1
BWA,ZMB,1,1,1
BWA,ZWE,1,1,1
CAF,AGO,0,0,0
CAF,BDI,1,0,0
CAF,BEN,1,1,0
CAF,BFA,1,1,0
CAF,BWA,0,0,0
CAF,CIV,1,1,0
CAF,CMR,1,1,1
CAF,COD,1,0,1
CAF,COG,1,1,1
CAF,DZA,1,1,0
CAF,EGY,0,0,0
CAF,ERI,0,0,0
CAF,ETH,0,0,0
CAF,GAB,1,1,0
CAF,GHA,0,0,0
CAF,GIN,1,1,0
CAF,GMB,0,0,0
CAF,GNB,0,0,0
CAF,KEN,0,0,0
CAF,LBR,0,0,0
CAF,LBY,0,0,0
CAF,LSO,0,0,0
CAF,MAR,1,1,0
CAF,MDG,1,1,0
CAF,MLI,1,1,0
CAF,MOZ,0,0,0
CAF,MRT,0,1,0
CAF,MWI,0,0,0
CAF,NAM,0,0,0
CAF,NER,1,1,0
CAF,NGA,0,0,0
CAF,RWA,1,0,0
CAF,SDN,0,0,1
CAF,SEN,1,1,0
CAF,SLE,0,0,0
CAF,SOM,0,0,0
CAF,SWZ,0,0,0
CAF,TCD,1,1,1
CAF,TGO,1,1,0
CAF,TUN,1,1,0
CAF,TZA,0,0,0
CAF,UGA,0,0,0
CAF,ZAF,0,0,0
CAF,ZMB,0,0,0
CAF,ZWE,0,0,0
CIV,AGO,0,0,0
CIV,BDI,1,0,0
CIV,BEN,1,1,0
CIV,BFA,1,1,1
CIV,BWA,0,0,0
CIV,CAF,1,1,0
CIV,CMR,1,1,0
CIV,COD,1,0,0
CIV,COG,1,1,0
CIV,DZA,1,1,0
CIV,EGY,0,0,0
CIV,ERI,0,0,0
CIV,ETH,0,0,0
CIV,GAB,1,1,0
CIV,GHA,0,0,1
CIV,GIN,1,1,1
CIV,GMB,0,0,0
CIV,GNB,0,0,0
CIV,KEN,0,0,0
CIV,LBR,0,0,1
CIV,LBY,0,0,0
CIV,LSO,0,0,0
CIV,MAR,1,1,0
CIV,MDG,1,1,0
CIV,MLI,1,1,1
CIV,MOZ,0,0,0
CIV,MRT,0,1,0
CIV,MWI,0,0,0
CIV,NAM,0,0,0
CIV,NER,1,1,0
CIV,NGA,0,0,0
CIV,RWA,1,0,0
CIV,SDN,0,0,0
CIV,SEN,1,1,0
CIV,SLE,0,0,0
CIV,SOM,0,0,0
CIV,SWZ,0,0,0
CIV,TCD,1,1,0
CIV,TGO,1,1,0
CIV,TUN,1,1,0
CIV,TZA,0,0,0
CIV,UGA,0,0,0
CIV,ZAF,0,0,0
CIV,ZMB,0,0,0
CIV,ZWE,0,0,0
CMR,AGO,0,0,0
CMR,BDI,1,0,0
CMR,BEN,1,1,0
CMR,BFA,1,1,0
CMR,BWA,1,0,0
CMR,CAF,1,1,1
CMR,CIV,1,1,0
CMR,COD,1,0,0
CMR,COG,1,1,1
CMR,DZA,1,1,0
CMR,EGY,0,0,0
CMR,ERI,1,0,0
CMR,ETH,1,0,0
CMR,GAB,1,1,1
CMR,GHA,1,0,0
CMR,GIN,1,1,0
CMR,GMB,1,0,0
CMR,GNB,0,0,0
CMR,KEN,1,0,0
CMR,LBR,1,0,0
CMR,LBY,0,0,0
CMR,LSO,1,0,0
CMR,MAR,1,1,0
CMR,MDG,1,1,0
CMR,MLI,1,1,0
CMR,MOZ,0,0,0
CMR,MRT,0,1,0
CMR,MWI,1,0,0
CMR,NAM,1,0,0
CMR,NER,1,1,0
CMR,NGA,1,0,1
CMR,RWA,1,0,0
CMR,SDN,0,0,0
CMR,SEN,1,1,0
CMR,SLE,1,0,0
CMR,SOM,1,0,0
CMR,SWZ,1,0,0
CMR,TCD,1,1,1
CMR,TGO,1,1,0
CMR,TUN,1,1,0
CMR,TZA,1,0,0
CMR,UGA,1,0,0
CMR,ZAF,1,0,0
CMR,ZMB,1,0,0
CMR,ZWE,1,0,0
COD,AGO,0,0,1
COD,BDI,1,1,1
COD,BEN,1,0,0
COD,BFA,1,0,0
COD,BWA,0,0,0
COD,CAF,1,0,1
COD,CIV,1,0,0
COD,CMR,1,0,0
COD,COG,1,0,1
COD,DZA,1,0,0
COD,EGY,0,0,0
COD,ERI,0,0,0
COD,ETH,0,0,0
COD,GAB,1,0,0
COD,GHA,0,0,0
COD,GIN,1,0,0
COD,GMB,0,0,0
COD,GNB,0,0,0
COD,KEN,0,0,0
COD,LBR,0,0,0
COD,LBY,0,0,0
COD,LSO,0,0,0
COD,MAR,1,0,0
COD,MDG,1,0,0
COD,MLI,1,0,0
COD,MOZ,0,0,0
COD,MRT,0,0,0
COD,MWI,0,0,0
COD,NAM,0,0,0
COD,NER,1,0,0
COD,NGA,0,0,0
COD,RWA,1,1,1
COD,SDN,0,0,1
COD,SEN,1,0,0
COD,SLE,0,0,0
COD,SOM,0,0,0
COD,SWZ,0,0,0
COD,TCD,1,0,0
COD,TGO,1,0,0
COD,TUN,1,0,0
COD,TZA,0,0,1
COD,UGA,0,0,1
COD,ZAF,0,0,0
COD,ZMB,0,0,1
COD,ZWE,0,0,0
COG,AGO,0,0,1
COG,BDI,1,0,0
COG,BEN,1,1,0
COG,BFA,1,1,0
COG,BWA,0,0,0
COG,CAF,1,1,1
COG,CIV,1,1,0
COG,CMR,1,1,1
COG,COD,1,0,1
COG,DZA,1,1,0
COG,EGY,0,0,0
COG,ERI,0,0,0
COG,ETH,0,0,0
COG,GAB,1,1,1
COG,GHA,0,0,0
COG,GIN,1,1,0
COG,GMB,0,0,0
COG,GNB,0,0,0
COG,KEN,0,0,0
COG,LBR,0,0,0
COG,LBY,0,0,0
COG,LSO,0,0,0
COG,MAR,1,1,0
COG,MDG,1,1,0
COG,MLI,1,1,0
COG,MOZ,0,0,0
COG,MRT,0,1,0
COG,MWI,0,0,0
COG,NAM,0,0,0
COG,NER,1,1,0
COG,NGA,0,0,0
COG,RWA,1,0,0
COG,SDN,0,0,0
COG,SEN,1,1,0
COG,SLE,0,0,0
COG,SOM,0,0,0
COG,SWZ,0,0,0
COG,TCD,1,1,0
COG,TGO,1,1,0
COG,TUN,1,1,0
COG,TZA,0,0,0
COG,UGA,0,0,0
COG,ZAF,0,0,0
COG,ZMB,0,0,0
COG,ZWE,0,0,0
DZA,AGO,0,0,0
DZA,BDI,1,0,0
DZA,BEN,1,1,0
DZA,BFA,1,1,0
DZA,BWA,0,0,0
DZA,CAF,1,1,0
DZA,CIV,1,1,0
DZA,CMR,1,1,0
DZA,COD,1,0,0
DZA,COG,1,1,0
DZA,EGY,1,0,0
DZA,ERI,0,0,0
DZA,ETH,0,0,0
DZA,GAB,1,1,0
DZA,GHA,0,0,0
DZA,GIN,1,1,0
DZA,GMB,0,0,0
DZA,GNB,0,0,0
DZA,KEN,0,0,0
DZA,LBR,0,0,0
DZA,LBY,1,0,1
DZA,LSO,0,0,0
DZA,MAR,1,1,1
DZA,MDG,1,1,0
DZA,MLI,1,1,1
DZA,MOZ,0,0,0
DZA,MRT,1,1,1
DZA,MWI,0,0,0
DZA,NAM,0,0,0
DZA,NER,1,1,1
DZA,NGA,0,0,0
DZA,RWA,1,0,0
DZA,SDN,1,0,0
DZA,SEN,1,1,0
DZA,SLE,0,0,0
DZA,SOM,1,0,0
DZA,SWZ,0,0,0
DZA,TCD,1,1,0
DZA,TGO,1,1,0
DZA,TUN,1,1,1
DZA,TZA,0,0,0
DZA,UGA,0,0,0
DZA,ZAF,0,0,0
DZA,ZMB,0,0,0
DZA,ZWE,0,0,0
EGY,AGO,0,0,0
EGY,BDI,0,0,0
EGY,BEN,0,0,0
EGY,BFA,0,0,0
EGY,BWA,0,0,0
EGY,CAF,0,0,0
EGY,CIV,0,0,0
EGY,CMR,0,0,0
EGY,COD,0,0,0
EGY,COG,0,0,0
EGY,DZA,1,0,0
EGY,ERI,0,0,0
EGY,ETH,0,0,0
EGY,GAB,0,0,0
EGY,GHA,0,0,0
EGY,GIN,0,0,0
EGY,GMB,0,0,0
EGY,GNB,0,0,0
EGY,KEN,0,0,0
EGY,LBR,0,0,0
EGY,LBY,1,0,1
EGY,LSO,0,0,0
EGY,MAR,1,0,0
EGY,MDG,0,0,0
EGY,MLI,0,0,0
EGY,MOZ,0,0,0
EGY,MRT,1,0,0
EGY,MWI,0,0,0
EGY,NAM,0,0,0
EGY,NER,1,0,0
EGY,NGA,0,0,0
EGY,RWA,0,0,0
EGY,SDN,1,0,1
EGY,SEN,0,0,0
EGY,SLE,0,0,0
EGY,SOM,1,0,0
EGY,SWZ,0,0,0
EGY,TCD,1,0,0
EGY,TGO,0,0,0
EGY,TUN,1,0,0
EGY,TZA,0,0,0
EGY,UGA,0,0,0
EGY,ZAF,0,0,0
EGY,ZMB,0,0,0
EGY,ZWE,0,0,0
ERI,AGO,0,0,0
ERI,BDI,0,0,0
ERI,BEN,0,0,0
ERI,BFA,0,0,0
ERI,BWA,1,1,0
ERI,CAF,0,0,0
ERI,CIV,0,0,0
ERI,CMR,1,0,0
ERI,COD,0,0,0
ERI,COG,0,0,0
ERI,DZA,0,0,0
ERI,EGY,0,0,0
ERI,ETH,1,0,1
ERI,GAB,0,0,0
ERI,GHA,1,1,0
ERI,GIN,0,0,0
ERI,GMB,1,1,0
ERI,GNB,0,0,0
ERI,KEN,1,1,0
ERI,LBR,1,0,0
ERI,LBY,0,0,0
ERI,LSO,1,1,0
ERI,MAR,0,0,0
ERI,MDG,0,0,0
ERI,MLI,0,0,0
ERI,MOZ,0,0,0
ERI,MRT,0,0,0
ERI,MWI,1,1,0
ERI,NAM,1,0,0
ERI,NER,0,0,0
ERI,NGA,1,1,0
ERI,RWA,1,0,0
ERI,SDN,0,1,1
ERI,SEN,0,0,0
ERI,SLE,1,1,0
ERI,SOM,1,1,0
ERI,SWZ,1,1,0
ERI,TCD,0,0,0
ERI,TGO,0,0,0
ERI,TUN,0,0,0
ERI,TZA,1,1,0
ERI,UGA,1,1,0
ERI,ZAF,1,0,0
ERI,ZMB,1,1,0
ERI,ZWE,1,1,0
ETH,AGO,0,0,0
ETH,BDI,0,0,0
ETH,BEN,0,0,0
ETH,BFA,0,0,0
ETH,BWA,1,0,0
ETH,CAF,0,0,0
ETH,CIV,0,0,0
ETH,CMR,1,0,0
ETH,COD,0,0,0
ETH,COG,0,0,0
ETH,DZA,0,0,0
ETH,EGY,0,0,0
ETH,ERI,1,0,1
ETH,GAB,0,0,0
ETH,GHA,1,0,0
ETH,GIN,0,0,0
ETH,GMB,1,0,0
ETH,GNB,0,0,0
ETH,KEN,1,0,1
ETH,LBR,1,0,0
ETH,LBY,0,0,0
ETH,LSO,1,0,0
ETH,MAR,0,0,0
ETH,MDG,0,0,0
ETH,MLI,0,0,0
ETH,MOZ,0,0,0
ETH,MRT,0,0,0
ETH,MWI,1,0,0
ETH,NAM,1,0,0
ETH,NER,0,0,0
ETH,NGA,1,0,0
ETH,RWA,1,0,0
ETH,SDN,0,0,1
ETH,SEN,0,0,0
ETH,SLE,1,0,0
ETH,SOM,1,0,1
ETH,SWZ,1,0,0
ETH,TCD,0,0,0
ETH,TGO,0,0,0
ETH,TUN,0,0,0
ETH,TZA,1,0,0
ETH,UGA,1,0,0
ETH,ZAF,1,0,0
ETH,ZMB,1,0,0
ETH,ZWE,1,0,0
GAB,AGO,0,0,0
GAB,BDI,1,0,0
GAB,BEN,1,1,0
GAB,BFA,1,1,0
GAB,BWA,0,0,0
GAB,CAF,1,1,0
GAB,CIV,1,1,0
GAB,CMR,1,1,1
GAB,COD,1,0,0
GAB,COG,1,1,1
GAB,DZA,1,1,0
GAB,EGY,0,0,0
GAB,ERI,0,0,0
GAB,ETH,0,0,0
GAB,GHA,0,0,0
GAB,GIN,1,1,0
GAB,GMB,0,0,0
GAB,GNB,0,0,0
GAB,KEN,0,0,0
GAB,LBR,0,0,0
GAB,LBY,0,0,0
GAB,LSO,0,0,0
GAB,MAR,1,1,0
GAB,MDG,1,1,0
GAB,MLI,1,1,0
GAB,MOZ,0,0,0
GAB,MRT,0,1,0
GAB,MWI,0,0,0
GAB,NAM,0,0,0
GAB,NER,1,1,0
GAB,NGA,0,0,0
GAB,RWA,1,0,0
GAB,SDN,0,0,0
GAB,SEN,1,1,0
GAB,SLE,0,0,0
GAB,SOM,0,0,0
GAB,SWZ,0,0,0
GAB,TCD,1,1,0
GAB,TGO,1,1,0
GAB,TUN,1,1,0
GAB,TZA,0,0,0
GAB,UGA,0,0,0
GAB,ZAF,0,0,0
GAB,ZMB,0,0,0
GAB,ZWE,0,0,0
GHA,AGO,0,0,0
GHA,BDI,0,0,0
GHA,BEN,0,0,0
GHA,BFA,0,0,1
GHA,BWA,1,1,0
GHA,CAF,0,0,0
GHA,CIV,0,0,1
GHA,CMR,1,0,0
GHA,COD,0,0,0
GHA,COG,0,0,0
GHA,DZA,0,0,0
GHA,EGY,0,0,0
GHA,ERI,1,1,0
GHA,ETH,1,0,0
GHA,GAB,0,0,0
GHA,GIN,0,0,0
GHA,GMB,1,1,0
GHA,GNB,0,0,0
GHA,KEN,1,1,0
GHA,LBR,1,0,0
GHA,LBY,0,0,0
GHA,LSO,1,1,0
GHA,MAR,0,0,0
GHA,MDG,0,0,0
GHA,MLI,0,0,0
GHA,MOZ,0,0,0
GHA,MRT,0,0,0
GHA,MWI,1,1,0
GHA,NAM,1,0,0
GHA,NER,0,0,0
GHA,NGA,1,1,0
GHA,RWA,1,0,0
GHA,SDN,0,1,0
GHA,SEN,0,0,0
GHA,SLE,1,1,0
GHA,SOM,1,1,0
GHA,SWZ,1,1,0
GHA,TCD,0,0,0
GHA,TGO,0,0,1
GHA,TUN,0,0,0
GHA,TZA,1,1,0
GHA,UGA,1,1,0
GHA,ZAF,1,0,0
GHA,ZMB,1,1,0
GHA,ZWE,1,1,0
GIN,AGO,0,0,0
GIN,BDI,1,0,0
GIN,BEN,1,1,0
GIN,BFA,1,1,0
GIN,BWA,0,0,0
GIN,CAF,1,1,0
GIN,CIV,1,1,1
GIN,CMR,1,1,0
GIN,COD,1,0,0
GIN,COG,1,1,0
GIN,DZA,1,1,0
GIN,EGY,0,0,0
GIN,ERI,0,0,0
GIN,ETH,0,0,0
GIN,GAB,1,1,0
GIN,GHA,0,0,0
GIN,GMB,0,0,0
GIN,GNB,0,0,1
GIN,KEN,0,0,0
GIN,LBR,0,0,1
GIN,LBY,0,0,0
GIN,LSO,0,0,0
GIN,MAR,1,1,0
GIN,MDG,1,1,0
GIN,MLI,1,1,1
GIN,MOZ,0,0,0
GIN,MRT,0,1,0
GIN,MWI,0,0,0
GIN,NAM,0,0,0
GIN,NER,1,1,0
GIN,NGA,0,0,0
GIN,RWA,1,0,0
GIN,SDN,0,0,0
GIN,SEN,1,1,1
GIN,SLE,0,0,1
GIN,SOM,0,0,0
GIN,SWZ,0,0,0
GIN,TCD,1,1,0
GIN,TGO,1,1,0
GIN,TUN,1,1,0
GIN,TZA,0,0,0
GIN,UGA,0,0,0
GIN,ZAF,0,0,0
GIN,ZMB,0,0,0
GIN,ZWE,0,0,0
GMB,AGO,0,0,0
GMB,BDI,0,0,0
GMB,BEN,0,0,0
GMB,BFA,0,0,0
GMB,BWA,1,1,0
GMB,CAF,0,0,0
GMB,CIV,0,0,0
GMB,CMR,1,0,0
GMB,COD,0,0,0
GMB,COG,0,0,0
GMB,DZA,0,0,0
GMB,EGY,0,0,0
GMB,ERI,1,1,0
GMB,ETH,1,0,0
GMB,GAB,0,0,0
GMB,GHA,1,1,0
GMB,GIN,0,0,0
GMB,GNB,0,0,0
GMB,KEN,1,1,0
GMB,LBR,1,0,0
GMB,LBY,0,0,0
GMB,LSO,1,1,0
GMB,MAR,0,0,0
GMB,MDG,0,0,0
GMB,MLI,0,0,0
GMB,MOZ,0,0,0
GMB,MRT,0,0,0
GMB,MWI,1,1,0
GMB,NAM,1,0,0
GMB,NER,0,0,0
GMB,NGA,1,1,0
GMB,RWA,1,0,0
GMB,SDN,0,1,0
GMB,SEN,0,0,1
GMB,SLE,1,1,0
GMB,SOM,1,1,0
GMB,SWZ,1,1,0
GMB,TCD,0,0,0
GMB,TGO,0,0,0
GMB,TUN,0,0,0
GMB,TZA,1,1,0
GMB,UGA,1,1,0
GMB,ZAF,1,0,0
GMB,ZMB,1,1,0
GMB,ZWE,1,1,0
GNB,AGO,1,1,0
GNB,BDI,0,0,0
GNB,BEN,0,0,0
GNB,BFA,0,0,0
GNB,BWA,0,0,0
GNB,CAF,0,0,0
GNB,CIV,0,0,0
GNB,CMR,0,0,0
GNB,COD,0,0,0
GNB,COG,0,0,0
GNB,DZA,0,0,0
GNB,EGY,0,0,0
GNB,ERI,0,0,0
GNB,ETH,0,0,0
GNB,GAB,0,0,0
GNB,GHA,0,0,0
GNB,GIN,0,0,1
GNB,GMB,0,0,0
GNB,KEN,0,0,0
GNB,LBR,0,0,0
GNB,LBY,0,0,0
GNB,LSO,0,0,0
GNB,MAR,0,0,0
GNB,MDG,0,0,0
GNB,MLI,0,0,0
GNB,MOZ,1,1,0
GNB,MRT,0,0,0
GNB,MWI,0,0,0
GNB,NAM,0,0,0
GNB,NER,0,0,0
GNB,NGA,0,0,0
GNB,RWA,0,0,0
GNB,SDN,0,0,0
GNB,SEN,0,0,1
GNB,SLE,0,0,0
GNB,SOM,0,0,0
GNB,SWZ,0,0,0
GNB,TCD,0,0,0
GNB,TGO,0,0,0
GNB,TUN,0,0,0
GNB,TZA,0,0,0
GNB,UGA,0,0,0
GNB,ZAF,0,0,0
GNB,ZMB,0,0,0
GNB,ZWE,0,0,0
KEN,AGO,0,0,0
KEN,BDI,0,0,0
KEN,BEN,0,0,0
KEN,BFA,0,0,0
KEN,BWA,1,1,0
KEN,CAF,0,0,0
KEN,CIV,0,0,0
KEN,CMR,1,0,0
KEN,COD,0,0,0
KEN,COG,0,0,0
KEN,DZA,0,0,0
KEN,EGY,0,0,0
KEN,ERI,1,1,0
KEN,ETH,1,0,1
KEN,GAB,0,0,0
KEN,GHA,1,1,0
KEN,GIN,0,0,0
KEN,GMB,1,1,0
KEN,GNB,0,0,0
KEN,LBR,1,0,0
KEN,LBY,0,0,0
KEN,LSO,1,1,0
KEN,MAR,0,0,0
KEN,MDG,0,0,0
KEN,MLI,0,0,0
KEN,MOZ,0,0,0
KEN,MRT,0,0,0
KEN,MWI,1,1,0
KEN,NAM,1,0,0
KEN,NER,0,0,0
KEN,NGA,1,1,0
KEN,RWA,1,0,0
KEN,SDN,0,1,1
KEN,SEN,0,0,0
KEN,SLE,1,1,0
KEN,SOM,1,1,1
KEN,SWZ,1,1,0
KEN,TCD,0,0,0
KEN,TGO,0,0,0
KEN,TUN,0,0,0
KEN,TZA,1,1,1
KEN,UGA,1,1,1
KEN,ZAF,1,0,0
KEN,ZMB,1,1,0
KEN,ZWE,1,1,0
LBR,AGO,0,0,0
LBR,BDI,0,0,0
LBR,BEN,0,0,0
LBR,BFA,0,0,0
LBR,BWA,1,0,0
LBR,CAF,0,0,0
LBR,CIV,0,0,1
LBR,CMR,1,0,0
LBR,COD,0,0,0
LBR,COG,0,0,0
LBR,DZA,0,0,0
LBR,EGY,0,0,0
LBR,ERI,1,0,0
LBR,ETH,1,0,0
LBR,GAB,0,0,0
LBR,GHA,1,0,0
LBR,GIN,0,0,1
